Name,Address,Type,Bedroom limit,Guest limit,Expiration date,Location,x,y
LAUREN FRED,1311 TOURO ST,8806 - .1(43) BED AND BREAKFAST 1 TO 2 ROOMS,,,,"(29.9707322096671, -90.0593815028216)",3684189.74594,537091.04948
LITTLE LAGNIAPPE HOTEL LLC,747 ST CHARLES AVE,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9464385818531, -90.0716768921645)",3680394.22895,528213.912448
OLD LA LA'S CREOLE COTTAGE,2125 LAUREL ST,4703 - BED & BREAKFAST INNS,,,,"(29.9284065935128, -90.0749845865918)",3679418.74837,521645.309817
ENTROPY ROOMS,300 S NORMAN C FRANCIS PKWY,4702 - ROOMING & BOARDING HOUSES,,,,"(29.9679926212517, -90.0953084444741)",3672825.83284,535970.148551
THE SAINT HOTEL,931 CANAL ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9551161519605, -90.0713671394454)",3680457.56949,531370.476034
1405 Carondelet St,1405 Carondelet St,Short Term Rental Commercial Owner,5,10,10/10/2025 11:59:00 PM,"(29.9404455395486, -90.076456102985)",3678904.64,526017.99
SUITE JAZZ ON FRENCHMEN,628 FRENCHMEN ST,4703 - BED & BREAKFAST INNS,,,,"(29.9641536154133, -90.0578837462014)",3684690.57161,534704.103686
1409 Carondelet St,1409 Carondelet St,Short Term Rental Commercial Owner,5,10,10/10/2025 11:59:00 PM,"(29.9403896545629, -90.0765045172972)",3678889.53,525997.5
OAB HOTELS,1625 PRYTANIA ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9371896068797, -90.0751952175749)",3679316.96482,524838.397116
THE BRANDYWINE BY SEXTANT,888 BARONNE ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9450103481091, -90.0740271969016)",3679655.63592,527686.366719
1231 Baronne St,1231 Baronne St,Short Term Rental Commercial Owner,5,10,07/09/2025 11:59:00 PM,"(29.9421827148312, -90.0768650147289)",3678768.21,526648.27
FRENCH MARKET INN,501 DECATUR ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9552707615668, -90.0642879211091)",3682698.61692,531451.455555
COURTYARD NEW ORLEANS DOWNTOWN/IBERVILLE,910 IBERVILLE ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9555199311646, -90.0704431468846)",3680748.53819,531520.528643
ST CHARLES COACH HOUSE,2001 ST CHARLES AVE,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9353774650231, -90.0790729993194)",3678096.03714,524165.972284
929 MARIGNY PAINTED LADY'S INN,929 MARIGNY ST,4703 - BED & BREAKFAST INNS,,,,"(29.9672874944982, -90.055297361098)",3685496.77769,535852.822599
1919 Burgundy St Unit C,1919 Burgundy St Unit C,Short Term Rental Commercial Owner,2,4,09/17/2025 11:59:00 PM,"(29.9665670658595, -90.0597361106585)",3684094.31,535575.2
212 Magazine St Apt 3C,212 Magazine St Apt 3C,Short Term Rental Commercial Owner,3,6,06/19/2025 11:59:00 PM,"(29.9507734347932, -90.0673461619102)",3681748.28,529805.35
647 S Pierce St,647 S Pierce St,Short Term Rental Commercial Owner,3,6,07/07/2025 11:59:00 PM,"(29.9686007269998, -90.1042064109166)",3670006.23,536160.95
HOMEWOOD SUITES NEW ORLEANS FRENCH QUARTER,317 N RAMPART ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9579072309305, -90.0710313890109)",3680552.70562,532386.586755
212 Magazine St Apt 4B,212 Magazine St Apt 4B,Short Term Rental Commercial Owner,1,2,06/19/2025 11:59:00 PM,"(29.9507529042749, -90.0672959595779)",3681764.26,529798.06
625 S Rendon St,625 S Rendon St,Short Term Rental Commercial Owner,3,6,07/07/2025 11:59:00 PM,"(29.9642827462856, -90.0977445574736)",3672069.07,534612.77
NEW ORLEANS MARRIOTT AT THE CONVENTION CENTER-[H/P,859 CONVENTION CENTER BLVD,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9432501119176, -90.0647982775791)",3682585.40232,527078.519806
722 Girod St Apt 503,722 Girod St Apt 503,Short Term Rental Commercial Owner,3,6,06/17/2025 11:59:00 PM,"(29.9471651733372, -90.0720548433943)",3680271.63,528476.81
CHATEAU LEMOYNE  ATTN: FINANCE DEPT:,301 DAUPHINE ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9562826427676, -90.0694123162999)",3681071.89531,531801.477827
2020 Saint Claude Ave,2020 Saint Claude Ave,Short Term Rental Commercial Owner,5,10,06/19/2025 11:59:00 PM,"(29.9682392096318, -90.0586577962232)",3684428.96,536187.05
1426 Saint Bernard Ave,1426 Saint Bernard Ave,Short Term Rental Commercial Owner,2,4,08/28/2025 11:59:00 PM,"(29.9713580539827, -90.0649304519424)",3682430.4,537299.14
WINDSOR COURT HOTEL,300 GRAVIER ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9497948404032, -90.0662661592716)",3682094.21813,529453.277569
2634 S Derbigny St,2634 S Derbigny St,Short Term Rental Commercial Owner,4,8,06/09/2025 11:59:00 PM,"(29.9438904325414, -90.0942628480433)",3673251.66,527209.26
1615 Governor Nicholls St Apt 101,1615 Governor Nicholls St Apt 101,Short Term Rental Commercial Owner,2,4,12/02/2025 11:59:00 PM,"(29.9680370993587, -90.0690504780532)",3681139.31,536077.1
212 Magazine St Apt 3A,212 Magazine St Apt 3A,Short Term Rental Commercial Owner,2,4,06/19/2025 11:59:00 PM,"(29.9507861678178, -90.0673805159246)",3681737.35,529809.86
1041 Constance St,1041 Constance St,Short Term Rental Commercial Owner,2,4,12/15/2025 11:59:00 PM,"(29.9415141825141, -90.0694997278497)",3681103.45,526430.82
722 Girod St Apt 203,722 Girod St Apt 203,Short Term Rental Commercial Owner,3,6,06/11/2025 11:59:00 PM,"(29.947375034263, -90.0719868882601)",3680292.31,528553.36
711 S Peters St Pent 401,711 S Peters St Pent 401,Short Term Rental Commercial Owner,2,4,12/19/2025 11:59:00 PM,"(29.9457739960584, -90.0659926577764)",3682197,527992.11
1416 Erato St,1416 Erato St,Short Term Rental Commercial Owner,2,4,12/17/2025 11:59:00 PM,"(29.9395160748294, -90.0729040166229)",3680033.31,525692.36
647 S Tonti St,647 S Tonti St,Short Term Rental Commercial Owner,5,10,07/07/2025 11:59:00 PM,"(29.9582968222826, -90.0885996425517)",3674988.24,532467.4
HOSTEEVA CALIFORNIA BUILDING BY HOSTEEVA,1111 TULANE AVE,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9545122401432, -90.0742588081914)",3679544.32066,531140.798274
NONI'S NOLA ON FRENCHMAN,726 FRENCHMEN ST,4703 - BED & BREAKFAST INNS,,,,"(29.965120965031, -90.0579686046821)",3684659.78793,535055.56871
1028 Kerlerec St Apt 1,1028 Kerlerec St Apt 1,Short Term Rental Commercial Owner,2,4,06/18/2025 11:59:00 PM,"(29.9663427295589, -90.0626044671097)",3683187.04,535483.54
320 N Cortez St Unit C,320 N Cortez St Unit C,Short Term Rental Commercial Owner,4,8,07/11/2025 11:59:00 PM,"(29.9743989125706, -90.0955959823144)",3672709.63,538298.74
EMANUEL & SHENA’S BED & BREAKFAST,3350 NEVADA ST,4703 - BED & BREAKFAST INNS,,,,"(29.9226490607365, -90.0261380062083)",3694914.26262,519724.881272
806 Franklin Ave,806 Franklin Ave,Short Term Rental Commercial Owner,1,2,09/04/2025 11:59:00 PM,"(29.9661250884509, -90.0511101676591)",3686827.24,535444.94
1416 Carondelet St Unit A,1416 Carondelet St Unit A,Short Term Rental Commercial Owner,1,2,10/07/2025 11:59:00 PM,"(29.9400650608399, -90.0763594118801)",3678936.78,525879.97
2429 Gravier St,2429 Gravier St,Short Term Rental Commercial Owner,3,6,09/04/2025 11:59:00 PM,"(29.9593829229699, -90.0884621992669)",3675027.47,532862.82
THE REDEMPTORY ON ROYAL,3029 ROYAL ST,4703 - BED & BREAKFAST INNS,,,,"(29.9638164991358, -90.0464714438755)",3688305.37852,534621.917446
212 Magazine St Apt 2A,212 Magazine St Apt 2A,Short Term Rental Commercial Owner,2,4,06/19/2025 11:59:00 PM,"(29.9508116564761, -90.0674487184327)",3681715.65,529818.89
1041 Constance St,1041 Constance St,Short Term Rental Commercial Owner,2,4,12/15/2025 11:59:00 PM,"(29.9415141825141, -90.0694997278497)",3681103.45,526430.82
4855 Magazine St,4855 Magazine St,Short Term Rental Commercial Owner,3,6,06/16/2025 11:59:00 PM,"(29.9205094740975, -90.1076701939367)",3669096.61,518661.41
6111 Magazine St,6111 Magazine St,Short Term Rental Commercial Owner,1,2,09/13/2025 11:59:00 PM,"(29.9230526610645, -90.1236127571069)",3664036.78,519532.54
711 S Peters St Apt 302,711 S Peters St Apt 302,Short Term Rental Commercial Owner,2,4,12/19/2025 11:59:00 PM,"(29.9458153149728, -90.0660055217388)",3682192.76,528007.09
MONTELEONE HOTEL,214 ROYAL ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9545680720516, -90.0677313198674)",3681611.07157,531183.872066
MAISON PERRIER,4117 PERRIER ST,4703 - BED & BREAKFAST INNS,,,,"(29.9246606970105, -90.0988721909619)",3671867.25467,520200.862968
1414 Baronne St,1414 Baronne St,Short Term Rental Commercial Owner,5,10,06/12/2025 11:59:00 PM,"(29.9408305636205, -90.0775328113685)",3678562.11,526154.26
NEW ORLEANS INN,5035 CHEF MENTEUR HWY,"4704 - TRAVELER ACCOMMODATION, ALL OTH",,,,"(30.0077544419487, -90.0308742991757)",3693062.23427,550655.183572
1006 Race St,1006 Race St,Short Term Rental Commercial Owner,5,10,08/17/2025 11:59:00 PM,"(29.9341057406729, -90.0715577293161)",3680481.35,523729.66
CREOLE INN RUE DAUPHINE,2471 DAUPHINE ST,4703 - BED & BREAKFAST INNS,,,,"(29.9659449955824, -90.0522408115212)",3686469.98818,535375.44743
5128 Freret St,5128 Freret St,Short Term Rental Commercial Owner,4,8,05/25/2025 11:59:00 PM,"(29.9349011450165, -90.1100079371274)",3668300.22,523886.84
CAMBRIA NEW ORLEANS DOWNTOWN,632 TCHOUPITOULAS ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9468191087104, -90.0671848212897)",3681815.26069,528367.977216
643 S Tonti St,643 S Tonti St,Short Term Rental Commercial Owner,5,10,07/07/2025 11:59:00 PM,"(29.9583625598951, -90.0885457662594)",3675005.04,532491.49
VIRGIN HOTELS NEW ORLEANS,550 BARONNE ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9489819814879, -90.0732961258693)",3679871.27515,529133.143296
OLIVIER HOUSE HOTEL,828 TOULOUSE ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9580818814019, -90.067210870741)",3681761.7565,532463.443396
BEST WEST ST CHRIS HOTEL,114 MAGAZINE ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9513385898562, -90.0673163147529)",3681755.46101,530010.965505
THE ROOSEVELT HOTEL WAC,123 BARONNE ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9539374097094, -90.071655182224)",3680371.07893,530940.837378
COLUMNS HOTEL,3811 ST CHARLES AVE,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9273785825005, -90.0961461681236)",3672720.05832,521198.497913
HOLIDAY INN DTN SUPERDOME HTM,330 LOYOLA AVE,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9531649061825, -90.0750644675439)",3679294.58299,530648.055362
SONESTA ES SUITES NEW OLEANS,212 LOYOLA AVE,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.954139158462, -90.0748011227687)",3679374.08296,531003.245378
HISTORIC STREETCAR INN,1509 SAINT CHARLES AVE,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,,,
1896 O'MALLEY HOUSE,120 S PIERCE ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9732572735325, -90.0997691963093)",3671392.88167,537869.347913
212 Magazine St Apt 3D,212 Magazine St Apt 3D,Short Term Rental Commercial Owner,3,6,06/19/2025 11:59:00 PM,"(29.9507675613142, -90.0673330680968)",3681752.45,529803.26
MAISON DE LA LUZ,546 CARONDELET ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9487664800841, -90.0720417481114)",3680269.36738,529059.14944
EXTRA HOLIDAYS,2111 ST. CHARLES AVE,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,,,
1830 DAUPHINE HOUSE,1830 DAUPHINE ST,4703 - BED & BREAKFAST INNS,,,,"(29.9652586180562, -90.0603713541045)",3683898.46607,535097.164806
MAISON MARAIS,2360 MARAIS ST,8806 - .1(43) BED AND BREAKFAST 1 TO 2 ROOMS,,,,"(29.9697077115161, -90.0528279622884)",3686268.79369,536741.632007
RENAISSANCE ARTS HOTEL,700 TCHOUPITOULAS ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9460649871294, -90.0672728506824)",3681790.4134,528093.443135
FIVE CONTINENTS,1731 ESPLANADE AVE,4703 - BED & BREAKFAST INNS,,,,"(29.9705983676472, -90.0699975311805)",3680829.19087,537005.166344
722 Girod St Apt 501,722 Girod St Apt 501,Short Term Rental Commercial Owner,2,4,06/17/2025 11:59:00 PM,"(29.9471996182837, -90.0720420611863)",3680275.54,528489.38
DENNIS GUEST HOUSE,401 PARK BLVD,8806 - .1(43) BED AND BREAKFAST 1 TO 2 ROOMS,,,,"(29.9394670290323, -90.0516462073709)",3686765.95049,525749.206909
1213 Magazine St,1213 Magazine St,Short Term Rental Commercial Owner,4,8,09/12/2025 11:59:00 PM,"(29.9390060423002, -90.0712441826096)",3680561.03,525512.68
1137 Baronne St,1137 Baronne St,Short Term Rental Commercial Owner,5,10,10/06/2025 11:59:00 PM,"(29.9428758951656, -90.0763570671592)",3678926.31,526902.1
HILTON N O RIVERSIDE HOTEL,2 POYDRAS ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9477298559466, -90.0632882153656)",3683045.57205,528712.8144
JEAN LAFITTE HOUSE,613 ESPLANADE AVE,"4704 - TRAVELER ACCOMMODATION, ALL OTH",,,,"(29.963095553633, -90.0592147991196)",3684273.4038,534314.664581
1615 OCH,1615 ORETHA CASTLE HALEY BLVD,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.940200107895, -90.080118408626)",3677745.75694,525916.038077
1085 John Churchill Chase St Apt 101,1085 John Churchill Chase St Apt 101,Short Term Rental Commercial Owner,1,2,08/27/2025 11:59:00 PM,"(29.9411693081671, -90.0700670268632)",3680925.17,526303.43
722 Girod St Apt 504,722 Girod St Apt 504,Short Term Rental Commercial Owner,1,2,06/17/2025 11:59:00 PM,"(29.9471475350613, -90.0720594556177)",3680270.24,528470.38
THE PELHAM HOTEL,444 COMMON ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9509562480917, -90.0672192807159)",3681787.72476,529872.271553
"1501 ORETHA CASTLE HALEY BLVD, LLC",1212 MAGAZINE ST,4703 - BED & BREAKFAST INNS,,,,"(29.9389236767493, -90.0709822418899)",3680644.31823,525483.642749
W.M.COX,2109 CHARTRES ST,4703 - BED & BREAKFAST INNS,,,,"(29.9636562037499, -90.0574602933431)",3684826.66185,534524.719109
MARDI GRAS RV PARK & MOTELS,6050 CHEF MENTEUR HWY,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(30.0089926173404, -90.0177680694453)",3697205.01143,551152.817493
KATE & DAVES BED & BREAKFAST,715 ST FERDINAND ST,4703 - BED & BREAKFAST INNS,,,,"(29.9647291424097, -90.0492765746206)",3687413.4799,534943.823942
212 Magazine St Apt 4D,212 Magazine St Apt 4D,Short Term Rental Commercial Owner,3,6,06/19/2025 11:59:00 PM,"(29.9507401856584, -90.0672659632666)",3681773.81,529793.54
ANDREW JACKSON HOTEL,919 ROYAL ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9600358608292, -90.0630318026356)",3683077.16258,533188.62842
RATHB0NE MANSIONS,1244 ESPLANADE AVE,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9671207886867, -90.0656917759325)",3682206.4084,535755.644103
2636 Louisiana Ave,2636 Louisiana Ave,Short Term Rental Commercial Owner,3,6,10/06/2025 11:59:00 PM,"(29.9378893283891, -90.0964214051129)",3672591.62,525019.65
INTER - CONTINENTAL ROOMS,444 ST CHARLES AVE,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9502395502587, -90.0702727910079)",3680823.64776,529600.982337
631 DESIRE LLC,631 DESIRE ST,4703 - BED & BREAKFAST INNS,,,,"(29.962288617223, -90.0417286783693)",3689813.32739,534083.220229
FRENCHMEN HOUSE LLC,1125 FRENCHMEN ST,4703 - BED & BREAKFAST INNS,,,,"(29.9690762030132, -90.0579166783977)",3684660.2198,536494.022983
PLACE D'ARMES HOTEL,625 ST ANN ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9586491729688, -90.0634860965598)",3682938.90351,532682.783108
GLENROSE MOTEL,7930 CHEF MENTEUR HWY,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(30.0128828096036, -89.9935860301339)",3704841.65419,552656.111766
1833 Hastings Pl,1833 Hastings Pl,Short Term Rental Commercial Owner,2,4,07/09/2025 11:59:00 PM,"(29.9314127938002, -90.0734709758308)",3679886.15,522743.74
DAUPHINE ORLEANS HOTEL,415 DAUPHINE ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9572993395706, -90.0683973333859)",3681389.20968,532174.732931
1125 N Rampart St Apt 1,1125 N Rampart St Apt 1,Short Term Rental Commercial Owner,1,2,09/09/2025 11:59:00 PM,"(29.9643366001352, -90.0653090810267)",3682338.78,534744.55
HOTEL INDIGO- BAR AND GARAGE,2203 ST CHARLES AVE,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9341678890235, -90.0809848850771)",3677495.31573,523719.503355
625 S Tonti St,625 S Tonti St,Short Term Rental Commercial Owner,5,10,07/07/2025 11:59:00 PM,"(29.9586147368508, -90.088319341405)",3675075.74,532583.97
MELROSE MANSION,937 ESPLANADE AVE,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9653086597149, -90.0623254834738)",3683279.54261,535108.493446
3401 Chartres St,3401 Chartres St,Short Term Rental Commercial Owner,5,10,08/08/2025 11:59:00 PM,"(29.961710707017, -90.0418718920493)",3689770.35,533872.56
663 S Dupre St,663 S Dupre St,Short Term Rental Commercial Owner,5,10,08/21/2025 11:59:00 PM,"(29.9622052372871, -90.0943892142862)",3673139.63,533868.78
834 Bartholomew St,834 Bartholomew St,Short Term Rental Commercial Owner,5,10,07/01/2025 11:59:00 PM,"(29.9631629811871, -90.0362488936409)",3691544.8,534420.77
722 S Salcedo St,722 S Salcedo St,Short Term Rental Commercial Owner,4,8,08/25/2025 11:59:00 PM,"(29.9622795278684, -90.0965247390681)",3672463.16,533888.49
5607 Tchoupitoulas St,5607 Tchoupitoulas St,Short Term Rental Commercial Owner,1,2,08/29/2025 11:59:00 PM,"(29.9165621884389, -90.1185651602766)",3665660.67,517189.28
"MAISON DES LUNES, LLC",601 ELYSIAN FIELDS AVE,4703 - BED & BREAKFAST INNS,,,,"(29.9637047358987, -90.0561796136561)",3685231.96367,534546.884613
731 Saint Charles Ave Unit 404,731 Saint Charles Ave Unit 404,Short Term Rental Commercial Owner,2,4,08/16/2025 11:59:00 PM,"(29.9466649625176, -90.0718182091512)",3680348.57,528295.74
212 Magazine St Apt 2D,212 Magazine St Apt 2D,Short Term Rental Commercial Owner,2,4,06/19/2025 11:59:00 PM,"(29.9507944482281, -90.067397968652)",3681731.79,529812.81
931 N Claiborne Ave,931 N Claiborne Ave,Short Term Rental Commercial Owner,3,6,07/07/2025 11:59:00 PM,"(29.9663129168754, -90.0717677701204)",3680285.88,535440.64
THE DRIFTER HOTEL,3522 TULANE AVE,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9659613582932, -90.1002083234743)",3671282.40641,535214.774342
RODEWAY INN & SUITES,13552 CHEF MENTEUR HWY,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(30.0318658702836, -89.923852026504)",3726825.33881,559823.768925
334 Carondelet St Unit 210,334 Carondelet St Unit 210,Short Term Rental Commercial Owner,1,2,08/28/2025 11:59:00 PM,"(29.9508403295232, -90.0713554986585)",3680478.38,529815.67
3308 Burgundy St Apt 102,3308 Burgundy St Apt 102,Short Term Rental Commercial Owner,2,4,10/02/2025 11:59:00 PM,"(29.9646431999585, -90.0420010710202)",3689717.43,534938.46
631 S Rocheblave St,631 S Rocheblave St,Short Term Rental Commercial Owner,5,10,08/29/2025 11:59:00 PM,"(29.9590430407991, -90.0896650760136)",3674647.93,532735.09
ROYAL PALMS MOTEL & RV PARK,7800 CHEF MENTEUR HWY,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(30.0126805890446, -89.9955488506431)",3704221.34007,552575.31919
2323 Aubry St,2323 Aubry St,Short Term Rental Commercial Owner,4,8,07/07/2025 11:59:00 PM,"(29.9797210936717, -90.0701452851437)",3680745.84,540322.02
OBEAH GUESTHOUSE,3132 N RAMPART ST,4703 - BED & BREAKFAST INNS,,,,"(29.9661261806357, -90.0438427872331)",3689128.22966,535471.158854
PAUL COUGHLIN,917 N VILLERE ST,4703 - BED & BREAKFAST INNS,,,,"(29.9648738675476, -90.0702289077071)",3680778.88245,534922.715462
FLEUR DE MARIGNY,919 TOURO ST,4703 - BED & BREAKFAST INNS,,,,"(29.9668755856128, -90.0590592047366)",3684307.38325,535689.772039
320 N Cortez St Unit A,320 N Cortez St Unit A,Short Term Rental Commercial Owner,4,8,07/11/2025 11:59:00 PM,"(29.9743059463535, -90.0954567671315)",3672754.07,538265.41
126 N Norman C Francis Pkwy,126 N Norman C Francis Pkwy,Short Term Rental Commercial Owner,3,6,08/28/2025 11:59:00 PM,"(29.9705069087288, -90.0930858920452)",3673519.63,536892.05
COURTYARD BY MARRIOTT #1MK-[H/P],300 JULIA ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9445026510975, -90.0662564458014)",3682118.57461,527528.878975
3900 Baronne St,3900 Baronne St,Short Term Rental Commercial Owner,2,4,09/05/2025 11:59:00 PM,"(29.928838698856, -90.0970411172073)",3672430.86,521726.39
2213 Chartres St,2213 Chartres St,Short Term Rental Commercial Owner,1,2,06/16/2025 11:59:00 PM,"(29.963716922785, -90.0558838852005)",3685325.55,534552.36
LE SHACKTEAU,2110 MARAIS ST,8806 - .1(43) BED AND BREAKFAST 1 TO 2 ROOMS,,,,"(29.969390953609, -90.0578789201347)",3684670.90044,536608.611079
MAISON GRACE,2222 BURGUNDY ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9665202720511, -90.0559414604206)",3685295.95573,535571.558086
422 GRAVIER,422 GRAVIER,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,,,
334 Carondelet St Unit 301,334 Carondelet St Unit 301,Short Term Rental Commercial Owner,3,6,08/14/2025 11:59:00 PM,"(29.9510368745032, -90.0712124240876)",3680522.9,529887.64
ENGINE 24 FIREHOUSE,2711 DAUPHINE ST,4703 - BED & BREAKFAST INNS,,,,"(29.9655871629457, -90.0498411881917)",3687231.21481,535253.828806
